blob_timestamp_ms_time_from_acquisition_start_to_blob_transfer,5508
trigger_source,2
trigger_mode,0
recording_time_s,5.000000
recording_time_ms,5000.000000
sampling_rate_ms,0.037128896
sample_count,134666
duration_from_sample_count_ms,4999.999844
duration_error_ms,-0.000156
duration_error_percent,-0.000003

sample_index,sample_time_from_payload_start_ms,raw_counts_int16,acceleration_mg,acceleration_g
0,0.000000000,77,37.576000,0.037576000
1,0.037128896,6,2.928000,0.002928000
2,0.074257791,65,31.720000,0.031720000
3,0.111386687,63,30.744000,0.030744000
4,0.148515582,65,31.720000,0.031720000
5,0.185644478,82,40.016000,0.040016000
6,0.222773373,72,35.136000,0.035136000
7,0.259902269,49,23.912000,0.023912000
8,0.297031164,30,14.640000,0.014640000
9,0.334160060,76,37.088000,0.037088000
10,0.371288955,27,13.176000,0.013176000
11,0.408417851,78,38.064000,0.038064000
12,0.445546746,75,36.600000,0.036600000
13,0.482675642,79,38.552000,0.038552000
14,0.519804537,28,13.664000,0.013664000
15,0.556933433,39,19.032000,0.019032000
16,0.594062328,44,21.472000,0.021472000
17,0.631191224,27,13.176000,0.013176000
18,0.668320119,27,13.176000,0.013176000
19,0.705449015,61,29.768000,0.029768000
20,0.742577910,7,3.416000,0.003416000
21,0.779706806,74,36.112000,0.036112000
22,0.816835701,39,19.032000,0.019032000
23,0.853964597,100,48.800000,0.048800000
24,0.891093493,28,13.664000,0.013664000
25,0.928222388,46,22.448000,0.022448000
26,0.965351284,68,33.184000,0.033184000
27,1.002480179,98,47.824000,0.047824000
28,1.039609075,50,24.400000,0.024400000
29,1.076737970,73,35.624000,0.035624000
30,1.113866866,31,15.128000,0.015128000
31,1.150995761,50,24.400000,0.024400000
32,1.188124657,37,18.056000,0.018056000
33,1.225253552,86,41.968000,0.041968000
34,1.262382448,59,28.792000,0.028792000
35,1.299511343,33,16.104000,0.016104000
36,1.336640239,65,31.720000,0.031720000
37,1.373769134,50,24.400000,0.024400000
38,1.410898030,76,37.088000,0.037088000
39,1.448026925,17,8.296000,0.008296000
40,1.485155821,82,40.016000,0.040016000
41,1.522284716,10,4.880000,0.004880000
42,1.559413612,53,25.864000,0.025864000
43,1.596542507,53,25.864000,0.025864000
44,1.633671403,58,28.304000,0.028304000
45,1.670800298,39,19.032000,0.019032000
46,1.707929194,82,40.016000,0.040016000
47,1.745058089,18,8.784000,0.008784000
48,1.782186985,89,43.432000,0.043432000
49,1.819315881,12,5.856000,0.005856000
50,1.856444776,46,22.448000,0.022448000
51,1.893573672,-1,-0.488000,-0.000488000
52,1.930702567,41,20.008000,0.020008000
53,1.967831463,21,10.248000,0.010248000
54,2.004960358,21,10.248000,0.010248000
55,2.042089254,28,13.664000,0.013664000
56,2.079218149,54,26.352000,0.026352000
57,2.116347045,43,20.984000,0.020984000
58,2.153475940,59,28.792000,0.028792000
59,2.190604836,15,7.320000,0.007320000
