blob_timestamp_ms_time_from_acquisition_start_to_blob_transfer,656457
trigger_source,2
trigger_mode,0
recording_time_s,5.000000
recording_time_ms,5000.000000
sampling_rate_ms,0.037170574
sample_count,134515
duration_from_sample_count_ms,4999.999771
duration_error_ms,-0.000229
duration_error_percent,-0.000005

sample_index,sample_time_from_payload_start_ms,raw_counts_int16,acceleration_mg,acceleration_g
0,0.000000000,-2036,-993.568000,-0.993568000
1,0.037170574,-2016,-983.808000,-0.983808000
2,0.074341148,-2070,-1010.160000,-1.010160000
3,0.111511722,-2021,-986.248000,-0.986248000
4,0.148682296,-2055,-1002.840000,-1.002840000
5,0.185852870,-2023,-987.224000,-0.987224000
6,0.223023444,-2028,-989.664000,-0.989664000
7,0.260194018,-2031,-991.128000,-0.991128000
8,0.297364593,-2020,-985.760000,-0.985760000
9,0.334535167,-2041,-996.008000,-0.996008000
10,0.371705741,-2049,-999.912000,-0.999912000
11,0.408876315,-2062,-1006.256000,-1.006256000
12,0.446046889,-2019,-985.272000,-0.985272000
13,0.483217463,-2065,-1007.720000,-1.007720000
14,0.520388037,-2013,-982.344000,-0.982344000
15,0.557558611,-2018,-984.784000,-0.984784000
16,0.594729185,-2014,-982.832000,-0.982832000
17,0.631899759,-2025,-988.200000,-0.988200000
18,0.669070333,-2038,-994.544000,-0.994544000
19,0.706240907,-2064,-1007.232000,-1.007232000
20,0.743411481,-2020,-985.760000,-0.985760000
21,0.780582055,-2020,-985.760000,-0.985760000
22,0.817752630,-2001,-976.488000,-0.976488000
23,0.854923204,-2013,-982.344000,-0.982344000
24,0.892093778,-2001,-976.488000,-0.976488000
25,0.929264352,-2014,-982.832000,-0.982832000
26,0.966434926,-2050,-1000.400000,-1.000400000
27,1.003605500,-2010,-980.880000,-0.980880000
28,1.040776074,-2046,-998.448000,-0.998448000
29,1.077946648,-2025,-988.200000,-0.988200000
30,1.115117222,-2030,-990.640000,-0.990640000
31,1.152287796,-2056,-1003.328000,-1.003328000
32,1.189458370,-2101,-1025.288000,-1.025288000
33,1.226628944,-2004,-977.952000,-0.977952000
34,1.263799518,-2096,-1022.848000,-1.022848000
35,1.300970092,-2045,-997.960000,-0.997960000
36,1.338140666,-2069,-1009.672000,-1.009672000
37,1.375311241,-2006,-978.928000,-0.978928000
38,1.412481815,-2055,-1002.840000,-1.002840000
39,1.449652389,-2035,-993.080000,-0.993080000
40,1.486822963,-2088,-1018.944000,-1.018944000
41,1.523993537,-2036,-993.568000,-0.993568000
42,1.561164111,-2036,-993.568000,-0.993568000
43,1.598334685,-2033,-992.104000,-0.992104000
44,1.635505259,-2038,-994.544000,-0.994544000
45,1.672675833,-2011,-981.368000,-0.981368000
46,1.709846407,-2103,-1026.264000,-1.026264000
47,1.747016981,-2017,-984.296000,-0.984296000
48,1.784187555,-2062,-1006.256000,-1.006256000
49,1.821358129,-2038,-994.544000,-0.994544000
50,1.858528703,-2038,-994.544000,-0.994544000
51,1.895699278,-2006,-978.928000,-0.978928000
52,1.932869852,-2018,-984.784000,-0.984784000
53,1.970040426,-2027,-989.176000,-0.989176000
54,2.007211000,-2001,-976.488000,-0.976488000
55,2.044381574,-2057,-1003.816000,-1.003816000
56,2.081552148,-2023,-987.224000,-0.987224000
57,2.118722722,-1995,-973.560000,-0.973560000
58,2.155893296,-2035,-993.080000,-0.993080000
59,2.193063870,-2069,-1009.672000,-1.009672000
60,2.230234444,-2040,-995.520000,-0.995520000
61,2.267405018,-2019,-985.272000,-0.985272000
62,2.304575592,-2059,-1004.792000,-1.004792000
63,2.341746166,-2031,-991.128000,-0.991128000
64,2.378916740,-2058,-1004.304000,-1.004304000
65,2.416087314,-2019,-985.272000,-0.985272000
66,2.453257889,-2063,-1006.744000,-1.006744000
67,2.490428463,-2052,-1001.376000,-1.001376000
68,2.527599037,-2024,-987.712000,-0.987712000
69,2.564769611,-2035,-993.080000,-0.993080000
70,2.601940185,-2050,-1000.400000,-1.000400000
71,2.639110759,-2009,-980.392000,-0.980392000
72,2.676281333,-2054,-1002.352000,-1.002352000
73,2.713451907,-2015,-983.320000,-0.983320000
74,2.750622481,-2042,-996.496000,-0.996496000
75,2.787793055,-2013,-982.344000,-0.982344000
76,2.824963629,-2041,-996.008000,-0.996008000
77,2.862134203,-2059,-1004.792000,-1.004792000
78,2.899304777,-2065,-1007.720000,-1.007720000
79,2.936475351,-2000,-976.000000,-0.976000000
80,2.973645926,-2112,-1030.656000,-1.030656000
81,3.010816500,-2025,-988.200000,-0.988200000
82,3.047987074,-2019,-985.272000,-0.985272000
83,3.085157648,-1986,-969.168000,-0.969168000
84,3.122328222,-2030,-990.640000,-0.990640000
85,3.159498796,-1982,-967.216000,-0.967216000
86,3.196669370,-2068,-1009.184000,-1.009184000
87,3.233839944,-2028,-989.664000,-0.989664000
88,3.271010518,-2028,-989.664000,-0.989664000
89,3.308181092,-2045,-997.960000,-0.997960000
90,3.345351666,-2052,-1001.376000,-1.001376000
91,3.382522240,-2032,-991.616000,-0.991616000
92,3.419692814,-2056,-1003.328000,-1.003328000
93,3.456863388,-2027,-989.176000,-0.989176000
94,3.494033962,-2044,-997.472000,-0.997472000
95,3.531204537,-2012,-981.856000,-0.981856000
96,3.568375111,-2033,-992.104000,-0.992104000
97,3.605545685,-2019,-985.272000,-0.985272000
98,3.642716259,-2028,-989.664000,-0.989664000
99,3.679886833,-2005,-978.440000,-0.978440000
100,3.717057407,-2030,-990.640000,-0.990640000
101,3.754227981,-2028,-989.664000,-0.989664000
102,3.791398555,-2025,-988.200000,-0.988200000
103,3.828569129,-2045,-997.960000,-0.997960000
104,3.865739703,-2028,-989.664000,-0.989664000
105,3.902910277,-2072,-1011.136000,-1.011136000
106,3.940080851,-2021,-986.248000,-0.986248000
107,3.977251425,-2043,-996.984000,-0.996984000
108,4.014421999,-2017,-984.296000,-0.984296000
109,4.051592574,-2075,-1012.600000,-1.012600000
110,4.088763148,-2040,-995.520000,-0.995520000
111,4.125933722,-2075,-1012.600000,-1.012600000
112,4.163104296,-2018,-984.784000,-0.984784000
113,4.200274870,-2022,-986.736000,-0.986736000
114,4.237445444,-2063,-1006.744000,-1.006744000
115,4.274616018,-2043,-996.984000,-0.996984000
116,4.311786592,-2047,-998.936000,-0.998936000
117,4.348957166,-2001,-976.488000,-0.976488000
118,4.386127740,-2063,-1006.744000,-1.006744000
119,4.423298314,-2027,-989.176000,-0.989176000
120,4.460468888,-2024,-987.712000,-0.987712000
121,4.497639462,-2033,-992.104000,-0.992104000
122,4.534810036,-2048,-999.424000,-0.999424000
123,4.571980610,-2042,-996.496000,-0.996496000
124,4.609151185,-2032,-991.616000,-0.991616000
125,4.646321759,-2033,-992.104000,-0.992104000
126,4.683492333,-2005,-978.440000,-0.978440000
127,4.720662907,-2029,-990.152000,-0.990152000
128,4.757833481,-2042,-996.496000,-0.996496000
129,4.795004055,-2004,-977.952000,-0.977952000
130,4.832174629,-2061,-1005.768000,-1.005768000
131,4.869345203,-2030,-990.640000,-0.990640000
132,4.906515777,-2011,-981.368000,-0.981368000
133,4.943686351,-1965,-958.920000,-0.958920000
134,4.980856925,-2074,-1012.112000,-1.012112000
135,5.018027499,-1992,-972.096000,-0.972096000
136,5.055198073,-2039,-995.032000,-0.995032000
137,5.092368647,-2041,-996.008000,-0.996008000
138,5.129539222,-2020,-985.760000,-0.985760000
139,5.166709796,-2056,-1003.328000,-1.003328000
140,5.203880370,-2045,-997.960000,-0.997960000
141,5.241050944,-2025,-988.200000,-0.988200000
142,5.278221518,-2052,-1001.376000,-1.001376000
143,5.315392092,-2005,-978.440000,-0.978440000
144,5.352562666,-2013,-982.344000,-0.982344000
145,5.389733240,-2018,-984.784000,-0.984784000
146,5.426903814,-1977,-964.776000,-0.964776000
147,5.464074388,-2044,-997.472000,-0.997472000
148,5.501244962,-2001,-976.488000,-0.976488000
149,5.538415536,-2081,-1015.528000,-1.015528000
150,5.575586110,-2027,-989.176000,-0.989176000
151,5.612756684,-2031,-991.128000,-0.991128000
152,5.649927258,-1996,-974.048000,-0.974048000
153,5.687097833,-2047,-998.936000,-0.998936000
154,5.724268407,-2030,-990.640000,-0.990640000
155,5.761438981,-2055,-1002.840000,-1.002840000
156,5.798609555,-2027,-989.176000,-0.989176000
157,5.835780129,-2052,-1001.376000,-1.001376000
158,5.872950703,-2062,-1006.256000,-1.006256000
159,5.910121277,-1970,-961.360000,-0.961360000
160,5.947291851,-2075,-1012.600000,-1.012600000
161,5.984462425,-2038,-994.544000,-0.994544000
162,6.021632999,-2034,-992.592000,-0.992592000
163,6.058803573,-2036,-993.568000,-0.993568000
164,6.095974147,-2018,-984.784000,-0.984784000
165,6.133144721,-2015,-983.320000,-0.983320000
166,6.170315295,-2065,-1007.720000,-1.007720000
167,6.207485870,-2026,-988.688000,-0.988688000
168,6.244656444,-2061,-1005.768000,-1.005768000
169,6.281827018,-2025,-988.200000,-0.988200000
170,6.318997592,-2025,-988.200000,-0.988200000
171,6.356168166,-2046,-998.448000,-0.998448000
172,6.393338740,-2006,-978.928000,-0.978928000
173,6.430509314,-1998,-975.024000,-0.975024000
174,6.467679888,-2006,-978.928000,-0.978928000
175,6.504850462,-2070,-1010.160000,-1.010160000
176,6.542021036,-2022,-986.736000,-0.986736000
177,6.579191610,-2055,-1002.840000,-1.002840000
178,6.616362184,-2054,-1002.352000,-1.002352000
179,6.653532758,-2020,-985.760000,-0.985760000
180,6.690703332,-2030,-990.640000,-0.990640000
181,6.727873906,-2043,-996.984000,-0.996984000
182,6.765044481,-2038,-994.544000,-0.994544000
183,6.802215055,-2042,-996.496000,-0.996496000
184,6.839385629,-2050,-1000.400000,-1.000400000
185,6.876556203,-2022,-986.736000,-0.986736000
186,6.913726777,-2012,-981.856000,-0.981856000
187,6.950897351,-2062,-1006.256000,-1.006256000
188,6.988067925,-2008,-979.904000,-0.979904000
189,7.025238499,-2048,-999.424000,-0.999424000
190,7.062409073,-1965,-958.920000,-0.958920000
191,7.099579647,-2084,-1016.992000,-1.016992000
192,7.136750221,-2059,-1004.792000,-1.004792000
193,7.173920795,-2073,-1011.624000,-1.011624000
194,7.211091369,-2076,-1013.088000,-1.013088000
195,7.248261943,-2042,-996.496000,-0.996496000
196,7.285432518,-2028,-989.664000,-0.989664000
197,7.322603092,-2028,-989.664000,-0.989664000
198,7.359773666,-2001,-976.488000,-0.976488000
199,7.396944240,-2042,-996.496000,-0.996496000
200,7.434114814,-2038,-994.544000,-0.994544000
201,7.471285388,-2001,-976.488000,-0.976488000
202,7.508455962,-1993,-972.584000,-0.972584000
203,7.545626536,-2003,-977.464000,-0.977464000
204,7.582797110,-2030,-990.640000,-0.990640000
205,7.619967684,-2003,-977.464000,-0.977464000
206,7.657138258,-2053,-1001.864000,-1.001864000
207,7.694308832,-2007,-979.416000,-0.979416000
208,7.731479406,-2028,-989.664000,-0.989664000
209,7.768649980,-2047,-998.936000,-0.998936000
210,7.805820554,-2064,-1007.232000,-1.007232000
211,7.842991129,-1998,-975.024000,-0.975024000
212,7.880161703,-2034,-992.592000,-0.992592000
213,7.917332277,-1977,-964.776000,-0.964776000
214,7.954502851,-2070,-1010.160000,-1.010160000
215,7.991673425,-1992,-972.096000,-0.972096000
216,8.028843999,-2047,-998.936000,-0.998936000
217,8.066014573,-2042,-996.496000,-0.996496000
218,8.103185147,-2023,-987.224000,-0.987224000
219,8.140355721,-2066,-1008.208000,-1.008208000
220,8.177526295,-2058,-1004.304000,-1.004304000
221,8.214696869,-2047,-998.936000,-0.998936000
222,8.251867443,-2046,-998.448000,-0.998448000
223,8.289038017,-2025,-988.200000,-0.988200000
224,8.326208591,-2039,-995.032000,-0.995032000
225,8.363379166,-2014,-982.832000,-0.982832000
226,8.400549740,-1994,-973.072000,-0.973072000
227,8.437720314,-2022,-986.736000,-0.986736000
228,8.474890888,-2005,-978.440000,-0.978440000
229,8.512061462,-1994,-973.072000,-0.973072000
230,8.549232036,-2034,-992.592000,-0.992592000
231,8.586402610,-2069,-1009.672000,-1.009672000
232,8.623573184,-2034,-992.592000,-0.992592000
233,8.660743758,-2030,-990.640000,-0.990640000
234,8.697914332,-2048,-999.424000,-0.999424000
235,8.735084906,-2021,-986.248000,-0.986248000
236,8.772255480,-2042,-996.496000,-0.996496000
237,8.809426054,-2022,-986.736000,-0.986736000
238,8.846596628,-1999,-975.512000,-0.975512000
239,8.883767202,-2051,-1000.888000,-1.000888000
240,8.920937777,-2044,-997.472000,-0.997472000
241,8.958108351,-2004,-977.952000,-0.977952000
242,8.995278925,-2003,-977.464000,-0.977464000
243,9.032449499,-2033,-992.104000,-0.992104000
244,9.069620073,-2026,-988.688000,-0.988688000
245,9.106790647,-2029,-990.152000,-0.990152000
246,9.143961221,-2058,-1004.304000,-1.004304000
247,9.181131795,-2052,-1001.376000,-1.001376000
248,9.218302369,-2003,-977.464000,-0.977464000
249,9.255472943,-2060,-1005.280000,-1.005280000
250,9.292643517,-2061,-1005.768000,-1.005768000
251,9.329814091,-1983,-967.704000,-0.967704000
252,9.366984665,-2030,-990.640000,-0.990640000
253,9.404155239,-2076,-1013.088000,-1.013088000
254,9.441325814,-2044,-997.472000,-0.997472000
