blob_timestamp_ms_time_from_acquisition_start_to_blob_transfer,5551
trigger_source,2
trigger_mode,0
recording_time_s,5.000000
recording_time_ms,5000.000000
sampling_rate_ms,0.037138548
sample_count,134631
duration_from_sample_count_ms,4999.999822
duration_error_ms,-0.000178
duration_error_percent,-0.000004

sample_index,sample_time_from_payload_start_ms,raw_counts_int16,acceleration_mg,acceleration_g
0,0.000000000,89,43.432000,0.043432000
1,0.037138548,33,16.104000,0.016104000
2,0.074277095,71,34.648000,0.034648000
3,0.111415643,27,13.176000,0.013176000
4,0.148554191,66,32.208000,0.032208000
5,0.185692739,34,16.592000,0.016592000
6,0.222831286,31,15.128000,0.015128000
7,0.259969834,68,33.184000,0.033184000
8,0.297108382,49,23.912000,0.023912000
9,0.334246930,31,15.128000,0.015128000
10,0.371385477,55,26.840000,0.026840000
11,0.408524025,44,21.472000,0.021472000
12,0.445662573,52,25.376000,0.025376000
13,0.482801121,55,26.840000,0.026840000
14,0.519939668,53,25.864000,0.025864000
15,0.557078216,19,9.272000,0.009272000
16,0.594216764,81,39.528000,0.039528000
17,0.631355312,44,21.472000,0.021472000
18,0.668493859,47,22.936000,0.022936000
19,0.705632407,36,17.568000,0.017568000
20,0.742770955,37,18.056000,0.018056000
21,0.779909503,80,39.040000,0.039040000
22,0.817048050,41,20.008000,0.020008000
23,0.854186598,63,30.744000,0.030744000
24,0.891325146,40,19.520000,0.019520000
25,0.928463694,91,44.408000,0.044408000
26,0.965602241,42,20.496000,0.020496000
27,1.002740789,6,2.928000,0.002928000
28,1.039879337,50,24.400000,0.024400000
29,1.077017885,78,38.064000,0.038064000
30,1.114156432,102,49.776000,0.049776000
31,1.151294980,10,4.880000,0.004880000
32,1.188433528,51,24.888000,0.024888000
33,1.225572076,63,30.744000,0.030744000
34,1.262710623,42,20.496000,0.020496000
35,1.299849171,39,19.032000,0.019032000
36,1.336987719,29,14.152000,0.014152000
37,1.374126267,57,27.816000,0.027816000
38,1.411264814,8,3.904000,0.003904000
39,1.448403362,-17,-8.296000,-0.008296000
40,1.485541910,42,20.496000,0.020496000
41,1.522680458,61,29.768000,0.029768000
42,1.559819005,57,27.816000,0.027816000
43,1.596957553,62,30.256000,0.030256000
44,1.634096101,42,20.496000,0.020496000
45,1.671234649,35,17.080000,0.017080000
46,1.708373196,39,19.032000,0.019032000
47,1.745511744,64,31.232000,0.031232000
48,1.782650292,57,27.816000,0.027816000
49,1.819788840,44,21.472000,0.021472000
50,1.856927387,59,28.792000,0.028792000
51,1.894065935,42,20.496000,0.020496000
52,1.931204483,37,18.056000,0.018056000
53,1.968343031,80,39.040000,0.039040000
54,2.005481578,-4,-1.952000,-0.001952000
55,2.042620126,48,23.424000,0.023424000
56,2.079758674,56,27.328000,0.027328000
57,2.116897222,31,15.128000,0.015128000
58,2.154035769,22,10.736000,0.010736000
59,2.191174317,21,10.248000,0.010248000
60,2.228312865,28,13.664000,0.013664000
61,2.265451413,56,27.328000,0.027328000
62,2.302589960,45,21.960000,0.021960000
63,2.339728508,64,31.232000,0.031232000
64,2.376867056,11,5.368000,0.005368000
65,2.414005604,76,37.088000,0.037088000
66,2.451144151,30,14.640000,0.014640000
67,2.488282699,49,23.912000,0.023912000
68,2.525421247,20,9.760000,0.009760000
69,2.562559795,64,31.232000,0.031232000
70,2.599698342,85,41.480000,0.041480000
71,2.636836890,48,23.424000,0.023424000
72,2.673975438,22,10.736000,0.010736000
73,2.711113986,87,42.456000,0.042456000
74,2.748252533,7,3.416000,0.003416000
75,2.785391081,48,23.424000,0.023424000
76,2.822529629,41,20.008000,0.020008000
77,2.859668177,63,30.744000,0.030744000
78,2.896806724,42,20.496000,0.020496000
79,2.933945272,46,22.448000,0.022448000
80,2.971083820,100,48.800000,0.048800000
81,3.008222368,39,19.032000,0.019032000
82,3.045360915,77,37.576000,0.037576000
83,3.082499463,27,13.176000,0.013176000
84,3.119638011,35,17.080000,0.017080000
85,3.156776559,44,21.472000,0.021472000
86,3.193915106,34,16.592000,0.016592000
87,3.231053654,68,33.184000,0.033184000
88,3.268192202,40,19.520000,0.019520000
89,3.305330750,31,15.128000,0.015128000
90,3.342469297,42,20.496000,0.020496000
91,3.379607845,47,22.936000,0.022936000
92,3.416746393,35,17.080000,0.017080000
93,3.453884941,73,35.624000,0.035624000
94,3.491023488,60,29.280000,0.029280000
95,3.528162036,34,16.592000,0.016592000
96,3.565300584,31,15.128000,0.015128000
97,3.602439132,66,32.208000,0.032208000
98,3.639577679,50,24.400000,0.024400000
99,3.676716227,54,26.352000,0.026352000
100,3.713854775,28,13.664000,0.013664000
101,3.750993323,29,14.152000,0.014152000
