blob_timestamp_ms_time_from_acquisition_start_to_blob_transfer,5532
trigger_source,2
trigger_mode,0
recording_time_s,5.000000
recording_time_ms,5000.000000
sampling_rate_ms,0.037185226
sample_count,134462
duration_from_sample_count_ms,4999.999809
duration_error_ms,-0.000191
duration_error_percent,-0.000004

sample_index,sample_time_from_payload_start_ms,raw_counts_int16,acceleration_mg,acceleration_g
0,0.000000000,36,17.568000,0.017568000
1,0.037185226,1,0.488000,0.000488000
2,0.074370451,44,21.472000,0.021472000
3,0.111555677,22,10.736000,0.010736000
4,0.148740903,50,24.400000,0.024400000
5,0.185926128,49,23.912000,0.023912000
6,0.223111354,72,35.136000,0.035136000
7,0.260296579,49,23.912000,0.023912000
8,0.297481805,66,32.208000,0.032208000
9,0.334667031,14,6.832000,0.006832000
10,0.371852256,86,41.968000,0.041968000
11,0.409037482,53,25.864000,0.025864000
12,0.446222708,43,20.984000,0.020984000
13,0.483407933,59,28.792000,0.028792000
14,0.520593159,20,9.760000,0.009760000
15,0.557778385,28,13.664000,0.013664000
16,0.594963610,30,14.640000,0.014640000
17,0.632148836,59,28.792000,0.028792000
18,0.669334061,29,14.152000,0.014152000
19,0.706519287,45,21.960000,0.021960000
20,0.743704513,49,23.912000,0.023912000
21,0.780889738,74,36.112000,0.036112000
22,0.818074964,15,7.320000,0.007320000
23,0.855260190,67,32.696000,0.032696000
24,0.892445415,-7,-3.416000,-0.003416000
25,0.929630641,38,18.544000,0.018544000
26,0.966815867,79,38.552000,0.038552000
27,1.004001092,10,4.880000,0.004880000
28,1.041186318,59,28.792000,0.028792000
29,1.078371543,41,20.008000,0.020008000
30,1.115556769,47,22.936000,0.022936000
31,1.152741995,56,27.328000,0.027328000
32,1.189927220,72,35.136000,0.035136000
33,1.227112446,33,16.104000,0.016104000
34,1.264297672,80,39.040000,0.039040000
35,1.301482897,44,21.472000,0.021472000
36,1.338668123,57,27.816000,0.027816000
37,1.375853349,21,10.248000,0.010248000
38,1.413038574,35,17.080000,0.017080000
39,1.450223800,0,0.000000,0.000000000
40,1.487409025,60,29.280000,0.029280000
41,1.524594251,57,27.816000,0.027816000
42,1.561779477,64,31.232000,0.031232000
43,1.598964702,30,14.640000,0.014640000
44,1.636149928,75,36.600000,0.036600000
45,1.673335154,48,23.424000,0.023424000
46,1.710520379,47,22.936000,0.022936000
47,1.747705605,34,16.592000,0.016592000
48,1.784890831,67,32.696000,0.032696000
49,1.822076056,68,33.184000,0.033184000
50,1.859261282,30,14.640000,0.014640000
51,1.896446507,66,32.208000,0.032208000
52,1.933631733,22,10.736000,0.010736000
53,1.970816959,35,17.080000,0.017080000
54,2.008002184,56,27.328000,0.027328000
55,2.045187410,6,2.928000,0.002928000
56,2.082372636,87,42.456000,0.042456000
57,2.119557861,14,6.832000,0.006832000
58,2.156743087,74,36.112000,0.036112000
59,2.193928313,79,38.552000,0.038552000
60,2.231113538,73,35.624000,0.035624000
61,2.268298764,68,33.184000,0.033184000
62,2.305483989,41,20.008000,0.020008000
63,2.342669215,63,30.744000,0.030744000
64,2.379854441,39,19.032000,0.019032000
65,2.417039666,29,14.152000,0.014152000
66,2.454224892,95,46.360000,0.046360000
67,2.491410118,12,5.856000,0.005856000
68,2.528595343,79,38.552000,0.038552000
69,2.565780569,36,17.568000,0.017568000
70,2.602965795,46,22.448000,0.022448000
71,2.640151020,59,28.792000,0.028792000
72,2.677336246,36,17.568000,0.017568000
73,2.714521471,33,16.104000,0.016104000
74,2.751706697,79,38.552000,0.038552000
75,2.788891923,44,21.472000,0.021472000
76,2.826077148,48,23.424000,0.023424000
77,2.863262374,15,7.320000,0.007320000
78,2.900447600,49,23.912000,0.023912000
79,2.937632825,54,26.352000,0.026352000
80,2.974818051,59,28.792000,0.028792000
81,3.012003276,27,13.176000,0.013176000
82,3.049188502,60,29.280000,0.029280000
83,3.086373728,62,30.256000,0.030256000
84,3.123558953,71,34.648000,0.034648000
85,3.160744179,14,6.832000,0.006832000
86,3.197929405,52,25.376000,0.025376000
87,3.235114630,48,23.424000,0.023424000
88,3.272299856,74,36.112000,0.036112000
89,3.309485082,46,22.448000,0.022448000
90,3.346670307,26,12.688000,0.012688000
91,3.383855533,85,41.480000,0.041480000
92,3.421040758,8,3.904000,0.003904000
