blob_timestamp_ms_time_from_acquisition_start_to_blob_transfer,5282
trigger_source,2
trigger_mode,0
recording_time_s,5.000000
recording_time_ms,5000.000000
sampling_rate_ms,0.037194908
sample_count,134427
duration_from_sample_count_ms,4999.999853
duration_error_ms,-0.000147
duration_error_percent,-0.000003

sample_index,sample_time_from_payload_start_ms,raw_counts_int16,acceleration_mg,acceleration_g
162,6.025575042,33,16.104000,0.016104000
163,6.062769949,64,31.232000,0.031232000
164,6.099964857,8,3.904000,0.003904000
165,6.137159765,48,23.424000,0.023424000
166,6.174354672,66,32.208000,0.032208000
167,6.211549580,25,12.200000,0.012200000
168,6.248744488,51,24.888000,0.024888000
169,6.285939395,36,17.568000,0.017568000
170,6.323134303,53,25.864000,0.025864000
171,6.360329211,-6,-2.928000,-0.002928000
172,6.397524118,55,26.840000,0.026840000
173,6.434719026,82,40.016000,0.040016000
174,6.471913934,62,30.256000,0.030256000
175,6.509108841,28,13.664000,0.013664000
176,6.546303749,43,20.984000,0.020984000
177,6.583498657,28,13.664000,0.013664000
178,6.620693564,39,19.032000,0.019032000
179,6.657888472,89,43.432000,0.043432000
180,6.695083380,28,13.664000,0.013664000
181,6.732278287,36,17.568000,0.017568000
182,6.769473195,49,23.912000,0.023912000
183,6.806668103,79,38.552000,0.038552000
184,6.843863010,33,16.104000,0.016104000
185,6.881057918,52,25.376000,0.025376000
186,6.918252826,28,13.664000,0.013664000
187,6.955447733,57,27.816000,0.027816000
188,6.992642641,24,11.712000,0.011712000
189,7.029837549,29,14.152000,0.014152000
190,7.067032456,92,44.896000,0.044896000
191,7.104227364,52,25.376000,0.025376000
192,7.141422272,30,14.640000,0.014640000
193,7.178617179,111,54.168000,0.054168000
194,7.215812087,22,10.736000,0.010736000
195,7.253006995,92,44.896000,0.044896000
196,7.290201902,10,4.880000,0.004880000
197,7.327396810,48,23.424000,0.023424000
198,7.364591718,40,19.520000,0.019520000
199,7.401786625,44,21.472000,0.021472000
200,7.438981533,61,29.768000,0.029768000
201,7.476176441,55,26.840000,0.026840000
202,7.513371348,28,13.664000,0.013664000
203,7.550566256,29,14.152000,0.014152000
204,7.587761164,80,39.040000,0.039040000
205,7.624956071,39,19.032000,0.019032000
206,7.662150979,48,23.424000,0.023424000
207,7.699345887,50,24.400000,0.024400000
208,7.736540794,24,11.712000,0.011712000
209,7.773735702,39,19.032000,0.019032000
210,7.810930610,48,23.424000,0.023424000
211,7.848125517,68,33.184000,0.033184000
212,7.885320425,21,10.248000,0.010248000
213,7.922515333,19,9.272000,0.009272000
214,7.959710240,52,25.376000,0.025376000
215,7.996905148,46,22.448000,0.022448000
216,8.034100056,74,36.112000,0.036112000
217,8.071294963,19,9.272000,0.009272000
218,8.108489871,40,19.520000,0.019520000
219,8.145684779,57,27.816000,0.027816000
220,8.182879686,33,16.104000,0.016104000
221,8.220074594,90,43.920000,0.043920000
222,8.257269502,19,9.272000,0.009272000
223,8.294464409,33,16.104000,0.016104000
224,8.331659317,34,16.592000,0.016592000
225,8.368854225,60,29.280000,0.029280000
226,8.406049132,72,35.136000,0.035136000
227,8.443244040,55,26.840000,0.026840000
228,8.480438948,46,22.448000,0.022448000
229,8.517633855,59,28.792000,0.028792000
