blob_timestamp_ms_time_from_acquisition_start_to_blob_transfer,106433
trigger_source,2
trigger_mode,0
recording_time_s,5.000000
recording_time_ms,5000.000000
sampling_rate_ms,0.037138548
sample_count,134631
duration_from_sample_count_ms,4999.999822
duration_error_ms,-0.000178
duration_error_percent,-0.000004

sample_index,sample_time_from_payload_start_ms,raw_counts_int16,acceleration_mg,acceleration_g
0,0.000000000,-6,-2.928000,-0.002928000
1,0.037138548,-48,-23.424000,-0.023424000
2,0.074277095,22,10.736000,0.010736000
3,0.111415643,-16,-7.808000,-0.007808000
4,0.148554191,13,6.344000,0.006344000
5,0.185692739,4,1.952000,0.001952000
6,0.222831286,-8,-3.904000,-0.003904000
7,0.259969834,17,8.296000,0.008296000
8,0.297108382,-22,-10.736000,-0.010736000
9,0.334246930,-55,-26.840000,-0.026840000
10,0.371385477,-17,-8.296000,-0.008296000
11,0.408524025,-3,-1.464000,-0.001464000
12,0.445662573,-7,-3.416000,-0.003416000
13,0.482801121,-46,-22.448000,-0.022448000
14,0.519939668,-14,-6.832000,-0.006832000
15,0.557078216,-57,-27.816000,-0.027816000
16,0.594216764,21,10.248000,0.010248000
17,0.631355312,-29,-14.152000,-0.014152000
18,0.668493859,-22,-10.736000,-0.010736000
19,0.705632407,-6,-2.928000,-0.002928000
20,0.742770955,-9,-4.392000,-0.004392000
21,0.779909503,-7,-3.416000,-0.003416000
22,0.817048050,3,1.464000,0.001464000
23,0.854186598,-9,-4.392000,-0.004392000
24,0.891325146,-30,-14.640000,-0.014640000
25,0.928463694,15,7.320000,0.007320000
26,0.965602241,-45,-21.960000,-0.021960000
27,1.002740789,8,3.904000,0.003904000
28,1.039879337,-20,-9.760000,-0.009760000
29,1.077017885,20,9.760000,0.009760000
30,1.114156432,-8,-3.904000,-0.003904000
31,1.151294980,-49,-23.912000,-0.023912000
32,1.188433528,-10,-4.880000,-0.004880000
33,1.225572076,-6,-2.928000,-0.002928000
34,1.262710623,-3,-1.464000,-0.001464000
35,1.299849171,2,0.976000,0.000976000
36,1.336987719,-44,-21.472000,-0.021472000
37,1.374126267,-7,-3.416000,-0.003416000
38,1.411264814,-1,-0.488000,-0.000488000
39,1.448403362,-27,-13.176000,-0.013176000
40,1.485541910,-1,-0.488000,-0.000488000
41,1.522680458,-8,-3.904000,-0.003904000
