blob_timestamp_ms_time_from_acquisition_start_to_blob_transfer,182059
trigger_source,2
trigger_mode,0
recording_time_s,5.000000
recording_time_ms,5000.000000
sampling_rate_ms,0.037128896
sample_count,134666
duration_from_sample_count_ms,4999.999844
duration_error_ms,-0.000156
duration_error_percent,-0.000003

sample_index,sample_time_from_payload_start_ms,raw_counts_int16,acceleration_mg,acceleration_g
0,0.000000000,-2056,-1003.328000,-1.003328000
1,0.037128896,-2014,-982.832000,-0.982832000
2,0.074257791,-2013,-982.344000,-0.982344000
3,0.111386687,-2021,-986.248000,-0.986248000
4,0.148515582,-2006,-978.928000,-0.978928000
5,0.185644478,-2000,-976.000000,-0.976000000
6,0.222773373,-2046,-998.448000,-0.998448000
7,0.259902269,-2068,-1009.184000,-1.009184000
8,0.297031164,-2027,-989.176000,-0.989176000
9,0.334160060,-2002,-976.976000,-0.976976000
10,0.371288955,-2053,-1001.864000,-1.001864000
11,0.408417851,-2043,-996.984000,-0.996984000
12,0.445546746,-2031,-991.128000,-0.991128000
13,0.482675642,-2089,-1019.432000,-1.019432000
14,0.519804537,-1996,-974.048000,-0.974048000
15,0.556933433,-2044,-997.472000,-0.997472000
16,0.594062328,-2035,-993.080000,-0.993080000
17,0.631191224,-2029,-990.152000,-0.990152000
18,0.668320119,-2046,-998.448000,-0.998448000
19,0.705449015,-2108,-1028.704000,-1.028704000
20,0.742577910,-2041,-996.008000,-0.996008000
21,0.779706806,-2069,-1009.672000,-1.009672000
22,0.816835701,-2060,-1005.280000,-1.005280000
23,0.853964597,-2039,-995.032000,-0.995032000
24,0.891093493,-2090,-1019.920000,-1.019920000
25,0.928222388,-2049,-999.912000,-0.999912000
26,0.965351284,-2045,-997.960000,-0.997960000
27,1.002480179,-2060,-1005.280000,-1.005280000
28,1.039609075,-2036,-993.568000,-0.993568000
29,1.076737970,-2092,-1020.896000,-1.020896000
30,1.113866866,-2025,-988.200000,-0.988200000
31,1.150995761,-2080,-1015.040000,-1.015040000
32,1.188124657,-2076,-1013.088000,-1.013088000
33,1.225253552,-2040,-995.520000,-0.995520000
34,1.262382448,-2010,-980.880000,-0.980880000
35,1.299511343,-2012,-981.856000,-0.981856000
36,1.336640239,-2055,-1002.840000,-1.002840000
37,1.373769134,-2000,-976.000000,-0.976000000
38,1.410898030,-2058,-1004.304000,-1.004304000
39,1.448026925,-2007,-979.416000,-0.979416000
40,1.485155821,-2055,-1002.840000,-1.002840000
41,1.522284716,-2028,-989.664000,-0.989664000
42,1.559413612,-2008,-979.904000,-0.979904000
43,1.596542507,-2024,-987.712000,-0.987712000
