sample_index,g_value
273,20.17468850743552
274,20.172149607425126
275,20.1701184874168
276,20.171641827423045
277,20.175704067439682
278,20.177735187448008
279,20.177227407445926
280,20.175704067439682
281,20.17316516742929
282,20.16808736740849
283,20.161994007383527
284,20.161486227381445
285,20.167071807404326
286,20.17316516742929
287,20.176719627443845
288,20.177735187448008
289,20.177227407445926
290,20.175704067439682
291,20.17367294743137
292,20.172149607425126
293,20.170626267418882
294,20.170626267418882
295,20.172657387427208
296,20.17367294743137
297,20.171134047420963
298,20.166564027402245
299,20.165040687396
300,20.16808736740849
301,20.171641827423045
302,20.174180727433438
303,20.17367294743137
304,20.170626267418882
305,20.16859514741057
306,20.169102927412638
307,20.169102927412638
308,20.166564027402245
309,20.162501787385608
310,20.161994007383527
311,20.16453290739392
312,20.16808736740849
313,20.16859514741057
314,20.167071807404326
315,20.165548467398082
316,20.166056247400164
317,20.166564027402245
318,20.167071807404326
319,20.169102927412638
320,20.170626267418882
321,20.1701184874168
322,20.169102927412638
323,20.169102927412638
324,20.16961070741472
325,20.169102927412638
326,20.16808736740849
327,20.170626267418882
328,20.174180727433438
329,20.175704067439682
330,20.174180727433438
331,20.171641827423045
332,20.171134047420963
333,20.171641827423045
334,20.171134047420963
335,20.170626267418882
336,20.171641827423045
337,20.17468850743552
338,20.177227407445926
339,20.17824296745009
340,20.176719627443845
341,20.1751962874376
342,20.17468850743552
343,20.175704067439682
344,20.176719627443845
345,20.177227407445926
346,20.176211847441763
347,20.174180727433438
348,20.171641827423045
349,20.171641827423045
350,20.17367294743137
351,20.176719627443845
352,20.17824296745009
353,20.176719627443845
354,20.17316516742929
355,20.171134047420963
356,20.171134047420963
357,20.17316516742929
358,20.1751962874376
359,20.176211847441763
360,20.176211847441763
361,20.175704067439682
362,20.174180727433438
363,20.17316516742929
364,20.172657387427208
365,20.170626267418882
366,20.167071807404326
367,20.164025127391852
368,20.16300956738769
369,20.165040687396
370,20.16859514741057
371,20.170626267418882
372,20.16808736740849
373,20.166564027402245
374,20.167071807404326
375,20.166564027402245
376,20.165040687396
377,20.167579587406408
378,20.171641827423045
379,20.17316516742929
380,20.17316516742929
381,20.172149607425126
382,20.170626267418882
383,20.1701184874168
384,20.171641827423045
385,20.171134047420963
386,20.169102927412638
387,20.16859514741057
388,20.169102927412638
389,20.169102927412638
390,20.1701184874168
391,20.17367294743137
392,20.176719627443845
393,20.176719627443845
394,20.174180727433438
395,20.172657387427208
396,20.172657387427208
397,20.171641827423045
398,20.1701184874168
399,20.16961070741472
400,20.170626267418882
401,20.172657387427208
402,20.17468850743552
403,20.17468850743552
404,20.172657387427208
405,20.170626267418882
406,20.169102927412638
407,20.16961070741472
408,20.172149607425126
409,20.17367294743137
410,20.172149607425126
411,20.1701184874168
412,20.1701184874168
413,20.171641827423045
414,20.172149607425126
415,20.171134047420963
416,20.169102927412638
417,20.16859514741057
418,20.170626267418882
419,20.172657387427208
420,20.17468850743552
421,20.177227407445926
422,20.17824296745009
423,20.177227407445926
424,20.17468850743552
425,20.172657387427208
426,20.171641827423045
427,20.172149607425126
428,20.172149607425126
429,20.171641827423045
430,20.171641827423045
431,20.171641827423045
432,20.172149607425126
433,20.17367294743137
434,20.17316516742929
435,20.1701184874168
436,20.167579587406408
437,20.167579587406408
438,20.171134047420963
439,20.174180727433438
440,20.172657387427208
441,20.1701184874168
442,20.170626267418882
443,20.17316516742929
444,20.17468850743552
445,20.174180727433438
446,20.174180727433438
447,20.174180727433438
448,20.17316516742929
449,20.16961070741472
450,20.16808736740849
451,20.16961070741472
452,20.170626267418882
453,20.16859514741057
454,20.167071807404326
455,20.167071807404326
456,20.16859514741057
457,20.16859514741057
458,20.166564027402245
459,20.16453290739392
460,20.16453290739392
461,20.166564027402245
462,20.167579587406408
463,20.16859514741057
464,20.171641827423045
465,20.175704067439682
466,20.177227407445926
467,20.172149607425126
468,20.165548467398082
469,20.164025127391852
470,20.16808736740849
471,20.172149607425126
472,20.17468850743552
473,20.1751962874376
474,20.17367294743137
475,20.170626267418882
476,20.169102927412638
477,20.169102927412638
478,20.171134047420963
479,20.17468850743552
480,20.177227407445926
481,20.175704067439682
482,20.172657387427208
483,20.171641827423045
484,20.171134047420963
485,20.1701184874168
486,20.16961070741472
487,20.17316516742929
488,20.176719627443845
489,20.17468850743552
490,20.16859514741057
491,20.166056247400164
492,20.16808736740849
493,20.17316516742929
494,20.176211847441763
495,20.175704067439682
496,20.172657387427208
497,20.1701184874168
498,20.169102927412638
499,20.1701184874168
500,20.170626267418882
501,20.169102927412638
502,20.167579587406408
503,20.16808736740849
504,20.16961070741472
505,20.170626267418882
506,20.171134047420963
507,20.171134047420963
508,20.171641827423045
509,20.171134047420963
510,20.16859514741057
511,20.167579587406408
512,20.16961070741472
513,20.171641827423045
514,20.17367294743137
515,20.175704067439682
516,20.176211847441763
517,20.17468850743552
518,20.17316516742929
519,20.169102927412638
520,20.16453290739392
521,20.162501787385608
522,20.165040687396
523,20.169102927412638
524,20.171641827423045
525,20.172149607425126
526,20.172657387427208
527,20.174180727433438
528,20.176719627443845
529,20.179258527454238
530,20.17824296745009
531,20.17367294743137
532,20.16961070741472
533,20.16961070741472
534,20.1701184874168
535,20.171134047420963
536,20.1701184874168
537,20.167579587406408
538,20.167071807404326
539,20.16961070741472
540,20.172149607425126
541,20.172657387427208
542,20.171134047420963
543,20.16961070741472
544,20.169102927412638
545,20.1701184874168
546,20.169102927412638
547,20.166564027402245
548,20.167071807404326
549,20.170626267418882
550,20.172657387427208
551,20.172149607425126
552,20.16961070741472
553,20.167579587406408
554,20.166056247400164
555,20.166564027402245
556,20.167579587406408
557,20.167071807404326
558,20.166056247400164
559,20.167579587406408
560,20.171641827423045
561,20.1751962874376
562,20.1751962874376
563,20.172657387427208
564,20.169102927412638
565,20.167071807404326
566,20.167579587406408
567,20.169102927412638
568,20.170626267418882
569,20.171641827423045
570,20.171134047420963
571,20.170626267418882
572,20.16808736740849
573,20.165040687396
574,20.162501787385608
575,20.16300956738769
576,20.16453290739392
577,20.167071807404326
578,20.16859514741057
579,20.169102927412638
580,20.16961070741472
581,20.170626267418882
582,20.170626267418882
583,20.16859514741057
584,20.166564027402245
585,20.167071807404326
586,20.170626267418882
587,20.174180727433438
588,20.175704067439682
589,20.1751962874376
590,20.17468850743552
591,20.174180727433438
592,20.171641827423045
593,20.167071807404326
594,20.16351734738977
595,20.16453290739392
596,20.167579587406408
597,20.16961070741472
598,20.1701184874168
599,20.170626267418882
600,20.171641827423045
601,20.17316516742929
602,20.17367294743137
603,20.17316516742929
604,20.172657387427208
605,20.17367294743137
606,20.1751962874376
607,20.174180727433438
608,20.174180727433438
609,20.1751962874376
610,20.1751962874376
611,20.172149607425126
612,20.16961070741472
613,20.16808736740849
614,20.167071807404326
615,20.166564027402245
616,20.166564027402245
617,20.165548467398082
618,20.16300956738769
619,20.161994007383527
620,20.165040687396
621,20.171134047420963
622,20.17367294743137
623,20.17316516742929
624,20.171641827423045
625,20.171134047420963
626,20.171134047420963
627,20.172657387427208
628,20.1751962874376
629,20.176211847441763
630,20.174180727433438
631,20.171134047420963
632,20.16961070741472
633,20.1701184874168
634,20.171641827423045
635,20.171641827423045
636,20.1701184874168
637,20.16859514741057
638,20.169102927412638
639,20.170626267418882
640,20.172657387427208
641,20.172149607425126
642,20.1701184874168
643,20.169102927412638
644,20.172149607425126
645,20.175704067439682
646,20.17468850743552
647,20.170626267418882
648,20.16859514741057
649,20.16961070741472
650,20.171134047420963
651,20.172657387427208
652,20.17367294743137
653,20.17316516742929
654,20.171641827423045
655,20.171134047420963
656,20.16961070741472
657,20.166056247400164
658,20.165040687396
659,20.167579587406408
660,20.170626267418882
661,20.17316516742929
662,20.17367294743137
663,20.172149607425126
664,20.169102927412638
665,20.167579587406408
666,20.167579587406408
667,20.16859514741057
668,20.170626267418882
669,20.172657387427208
670,20.1751962874376
671,20.177227407445926
672,20.177735187448008
673,20.176719627443845
674,20.1751962874376
675,20.17316516742929
676,20.1701184874168
677,20.166564027402245
678,20.166056247400164
679,20.169102927412638
680,20.174180727433438
681,20.176719627443845
682,20.17468850743552
683,20.172149607425126
684,20.171641827423045
685,20.17367294743137
686,20.1751962874376
687,20.1751962874376
688,20.17468850743552
689,20.175704067439682
690,20.1751962874376
691,20.172657387427208
692,20.1701184874168
693,20.1701184874168
694,20.171641827423045
695,20.17367294743137
696,20.174180727433438
697,20.172657387427208
698,20.172149607425126
699,20.172657387427208
700,20.172149607425126
701,20.169102927412638
702,20.167071807404326
703,20.167579587406408
704,20.16961070741472
705,20.16961070741472
706,20.167071807404326
707,20.165040687396
708,20.166056247400164
709,20.169102927412638
710,20.17316516742929
711,20.174180727433438
712,20.171134047420963
713,20.169102927412638
714,20.171134047420963
715,20.17367294743137
716,20.17316516742929
717,20.171641827423045
718,20.16961070741472
719,20.16808736740849
720,20.166056247400164
721,20.166056247400164
722,20.16859514741057
723,20.172657387427208
724,20.172657387427208
725,20.16961070741472
726,20.16808736740849
727,20.16961070741472
728,20.172149607425126
729,20.17316516742929
730,20.172657387427208
731,20.17367294743137
732,20.175704067439682
733,20.176719627443845
734,20.175704067439682
735,20.1751962874376
736,20.174180727433438
737,20.17316516742929
738,20.172657387427208
739,20.171641827423045
740,20.171134047420963
741,20.171641827423045
742,20.172657387427208
743,20.17367294743137
744,20.172657387427208
745,20.172149607425126
746,20.172149607425126
747,20.172657387427208
748,20.1701184874168
749,20.165548467398082
750,20.164025127391852
751,20.167579587406408
752,20.17316516742929
753,20.176719627443845
754,20.1751962874376
755,20.17316516742929
756,20.17316516742929
757,20.174180727433438
758,20.17367294743137
759,20.172149607425126
760,20.16961070741472
761,20.16808736740849
762,20.16859514741057
763,20.171641827423045
764,20.1751962874376
765,20.177735187448008
766,20.17824296745009
767,20.17468850743552
768,20.171641827423045
769,20.172149607425126
770,20.174180727433438
771,20.1751962874376
772,20.17316516742929
773,20.1701184874168
774,20.169102927412638
775,20.169102927412638
776,20.16961070741472
777,20.170626267418882
778,20.171641827423045
779,20.170626267418882
780,20.16859514741057
781,20.16859514741057
782,20.16961070741472
783,20.169102927412638
784,20.169102927412638
785,20.172149607425126
786,20.175704067439682
787,20.1751962874376
788,20.170626267418882
789,20.165040687396
790,20.164025127391852
791,20.166564027402245
792,20.170626267418882
793,20.17316516742929
794,20.1751962874376
795,20.177227407445926
796,20.17824296745009
797,20.1751962874376
798,20.169102927412638
799,20.166564027402245
800,20.169102927412638
801,20.171641827423045
802,20.172149607425126
803,20.171134047420963
804,20.1701184874168
805,20.169102927412638
806,20.16808736740849
807,20.167579587406408
808,20.167579587406408
809,20.16859514741057
810,20.170626267418882
811,20.172149607425126
812,20.171134047420963
813,20.170626267418882
814,20.17468850743552
815,20.179258527454238
816,20.179258527454238
817,20.176719627443845
818,20.17468850743552
819,20.17367294743137
820,20.172657387427208
821,20.169102927412638
822,20.165040687396
823,20.165040687396
824,20.167579587406408
825,20.16961070741472
826,20.170626267418882
827,20.171641827423045
828,20.172149607425126
829,20.172149607425126
830,20.172149607425126
831,20.1701184874168
832,20.166056247400164
833,20.165040687396
834,20.167071807404326
835,20.171134047420963
836,20.17316516742929
837,20.17367294743137
838,20.17367294743137
839,20.1751962874376
840,20.175704067439682
841,20.17316516742929
842,20.169102927412638
843,20.16859514741057
844,20.170626267418882
845,20.172657387427208
846,20.172657387427208
847,20.172149607425126
848,20.17316516742929
849,20.17468850743552
850,20.1751962874376
851,20.175704067439682
852,20.175704067439682
853,20.1751962874376
854,20.17367294743137
855,20.172657387427208
856,20.17367294743137
857,20.1751962874376
858,20.175704067439682
859,20.17468850743552
860,20.17367294743137
861,20.17367294743137
862,20.172149607425126
863,20.16961070741472
864,20.167579587406408
865,20.167579587406408
866,20.169102927412638
867,20.171134047420963
868,20.172657387427208
869,20.172657387427208
870,20.171134047420963
871,20.169102927412638
872,20.166564027402245
873,20.165548467398082
874,20.16808736740849
875,20.172657387427208
876,20.176211847441763
877,20.1751962874376
878,20.172149607425126
879,20.16961070741472
880,20.16961070741472
881,20.171134047420963
882,20.171641827423045
883,20.1701184874168
884,20.16961070741472
885,20.1701184874168
886,20.170626267418882
887,20.17316516742929
888,20.176719627443845
889,20.176211847441763
890,20.16961070741472
891,20.165040687396
892,20.167579587406408
893,20.17316516742929
894,20.176211847441763
895,20.177735187448008
896,20.18078186746048
897,20.182812987468807
898,20.181797427464645
899,20.17824296745009
900,20.17367294743137
901,20.1701184874168
902,20.16961070741472
903,20.169102927412638
904,20.166564027402245
905,20.166564027402245
906,20.16961070741472
907,20.172657387427208
908,20.174180727433438
909,20.174180727433438
910,20.174180727433438
911,20.17367294743137
912,20.172657387427208
913,20.171641827423045
914,20.172149607425126
915,20.1751962874376
916,20.17976630745632
917,20.181289647462563
918,20.17824296745009
919,20.17468850743552
920,20.17468850743552
921,20.177735187448008
922,20.17824296745009
923,20.176719627443845
924,20.176211847441763
925,20.176211847441763
926,20.17367294743137
927,20.170626267418882
928,20.169102927412638
929,20.167579587406408
930,20.166564027402245
931,20.169102927412638
932,20.17468850743552
933,20.176211847441763
934,20.172149607425126
935,20.167071807404326
936,20.167071807404326
937,20.170626267418882
938,20.176211847441763
939,20.17824296745009
940,20.175704067439682
941,20.171641827423045
942,20.170626267418882
943,20.170626267418882
944,20.170626267418882
945,20.16808736740849
946,20.16453290739392
947,20.16300956738769
948,20.16453290739392
949,20.166056247400164
950,20.167071807404326
951,20.167579587406408
952,20.169102927412638
953,20.171134047420963
954,20.17367294743137
955,20.17468850743552
956,20.174180727433438
957,20.172657387427208
958,20.171641827423045
959,20.170626267418882
960,20.1701184874168
961,20.16961070741472
962,20.1701184874168
963,20.17367294743137
964,20.177735187448008
965,20.179258527454238
966,20.175704067439682
967,20.171134047420963
968,20.170626267418882
969,20.174180727433438
970,20.178750747452156
971,20.18078186746048
972,20.179258527454238
973,20.177227407445926
974,20.177227407445926
975,20.177227407445926
976,20.176211847441763
977,20.17468850743552
978,20.17367294743137
979,20.172149607425126
980,20.172149607425126
981,20.172657387427208
982,20.172657387427208
983,20.171641827423045
984,20.171134047420963
985,20.171641827423045
986,20.171641827423045
987,20.171641827423045
988,20.170626267418882
989,20.169102927412638
990,20.169102927412638
991,20.1701184874168
992,20.171641827423045
993,20.171134047420963
994,20.1701184874168
995,20.16961070741472
996,20.1701184874168
997,20.1701184874168
998,20.16808736740849
999,20.16808736740849
1000,20.1701184874168
1001,20.171134047420963
1002,20.1701184874168
1003,20.16961070741472
1004,20.170626267418882
1005,20.171641827423045
1006,20.172149607425126
1007,20.17316516742929
1008,20.17468850743552
1009,20.174180727433438
1010,20.171641827423045
1011,20.171134047420963
1012,20.172149607425126
1013,20.172657387427208
1014,20.172149607425126
1015,20.1701184874168
1016,20.16961070741472
1017,20.171641827423045
1018,20.1751962874376
1019,20.176719627443845
1020,20.176211847441763
1021,20.176211847441763
1022,20.177227407445926
1023,20.17976630745632
1024,20.182305207466726
1025,20.182812987468807
1026,20.17976630745632
1027,20.176211847441763
1028,20.17367294743137
1029,20.171134047420963
1030,20.16961070741472
1031,20.1701184874168
1032,20.172149607425126
1033,20.172657387427208
1034,20.172657387427208
1035,20.172657387427208
1036,20.17367294743137
1037,20.1751962874376
1038,20.175704067439682
1039,20.17468850743552
1040,20.17316516742929
1041,20.17367294743137
1042,20.174180727433438
1043,20.1751962874376
1044,20.176211847441763
1045,20.177227407445926
1046,20.177227407445926
1047,20.1751962874376
1048,20.17316516742929
1049,20.172149607425126
1050,20.17367294743137
1051,20.175704067439682
1052,20.174180727433438
1053,20.16961070741472
1054,20.166564027402245
1055,20.167579587406408
1056,20.171134047420963
1057,20.17367294743137
1058,20.174180727433438
1059,20.17367294743137
1060,20.174180727433438
1061,20.174180727433438
1062,20.17316516742929
1063,20.172149607425126
1064,20.170626267418882
1065,20.169102927412638
1066,20.1701184874168
1067,20.172149607425126
1068,20.17367294743137
1069,20.17468850743552
1070,20.17367294743137
1071,20.16961070741472
1072,20.165040687396
1073,20.16453290739392
1074,20.166056247400164
1075,20.167071807404326
1076,20.166056247400164
1077,20.164025127391852
1078,20.164025127391852
1079,20.166564027402245
1080,20.16961070741472
1081,20.169102927412638
1082,20.16808736740849
1083,20.169102927412638
1084,20.17367294743137
1085,20.177227407445926
1086,20.17824296745009
1087,20.176719627443845
1088,20.1751962874376
1089,20.17468850743552
1090,20.174180727433438
1091,20.172149607425126
1092,20.169102927412638
1093,20.1701184874168
1094,20.1751962874376
1095,20.177735187448008
1096,20.176211847441763
1097,20.17367294743137
1098,20.17316516742929
1099,20.17316516742929
1100,20.172657387427208
1101,20.172149607425126
1102,20.172149607425126
1103,20.171641827423045
1104,20.171134047420963
1105,20.1701184874168
1106,20.170626267418882
1107,20.171641827423045
1108,20.172149607425126
1109,20.172657387427208
1110,20.171641827423045
1111,20.16961070741472
1112,20.167579587406408
1113,20.167579587406408
1114,20.169102927412638
1115,20.171641827423045
1116,20.172657387427208
1117,20.171641827423045
1118,20.171134047420963
1119,20.17367294743137
1120,20.176719627443845
1121,20.176719627443845
1122,20.172149607425126
1123,20.167579587406408
1124,20.166564027402245
1125,20.16808736740849
1126,20.16961070741472
1127,20.169102927412638
1128,20.169102927412638
1129,20.170626267418882
1130,20.172657387427208
1131,20.174180727433438
1132,20.172657387427208
1133,20.167579587406408
1134,20.16300956738769
1135,20.16351734738977
1136,20.167071807404326
1137,20.170626267418882
1138,20.17316516742929
1139,20.174180727433438
1140,20.172657387427208
1141,20.170626267418882
1142,20.16961070741472
1143,20.16961070741472
1144,20.1701184874168
1145,20.1701184874168
1146,20.171134047420963
1147,20.172657387427208
1148,20.17316516742929
1149,20.17316516742929
1150,20.17367294743137
1151,20.174180727433438
1152,20.171641827423045
1153,20.16808736740849
1154,20.167071807404326
1155,20.16961070741472
1156,20.172657387427208
1157,20.17316516742929
1158,20.171641827423045
1159,20.1701184874168
1160,20.1701184874168
1161,20.170626267418882
1162,20.172149607425126
1163,20.174180727433438
1164,20.174180727433438
1165,20.170626267418882
1166,20.166056247400164
1167,20.165548467398082
1168,20.16859514741057
1169,20.172657387427208
1170,20.17468850743552
1171,20.176211847441763
1172,20.176211847441763
1173,20.17367294743137
1174,20.169102927412638
1175,20.167579587406408
1176,20.16961070741472
1177,20.172657387427208
1178,20.17367294743137
1179,20.172657387427208
1180,20.171641827423045
1181,20.171641827423045
1182,20.171134047420963
1183,20.170626267418882
1184,20.170626267418882
1185,20.172149607425126
1186,20.172149607425126
1187,20.172149607425126
1188,20.174180727433438
1189,20.17824296745009
1190,20.178750747452156
1191,20.174180727433438
1192,20.16859514741057
1193,20.165040687396
1194,20.16351734738977
1195,20.162501787385608
1196,20.165040687396
1197,20.1701184874168
1198,20.17316516742929
1199,20.17316516742929
1200,20.172657387427208
1201,20.172657387427208
1202,20.172149607425126
1203,20.1701184874168
1204,20.16859514741057
1205,20.169102927412638
1206,20.171134047420963
1207,20.172149607425126
1208,20.17316516742929
1209,20.174180727433438
1210,20.17468850743552
1211,20.175704067439682
1212,20.177735187448008
1213,20.178750747452156
1214,20.17824296745009
1215,20.17468850743552
1216,20.171134047420963
1217,20.171641827423045
1218,20.175704067439682
1219,20.175704067439682
1220,20.17316516742929
1221,20.172657387427208
1222,20.17367294743137
1223,20.17316516742929
1224,20.171641827423045
1225,20.1701184874168
1226,20.16961070741472
1227,20.170626267418882
1228,20.172657387427208
1229,20.17468850743552
1230,20.176719627443845
1231,20.177227407445926
1232,20.175704067439682
1233,20.17316516742929
1234,20.170626267418882
1235,20.167071807404326
1236,20.165040687396
1237,20.165040687396
1238,20.166564027402245
1239,20.16808736740849
1240,20.1701184874168
1241,20.172657387427208
1242,20.175704067439682
1243,20.177227407445926
1244,20.176719627443845
1245,20.17367294743137
1246,20.172657387427208
1247,20.17367294743137
1248,20.17468850743552
1249,20.17468850743552
1250,20.17468850743552
1251,20.1751962874376
1252,20.175704067439682
1253,20.1751962874376
1254,20.174180727433438
1255,20.17367294743137
1256,20.17468850743552
1257,20.175704067439682
1258,20.175704067439682
1259,20.174180727433438
1260,20.171641827423045
1261,20.170626267418882
1262,20.170626267418882
1263,20.172149607425126
1264,20.17468850743552
1265,20.17468850743552
1266,20.174180727433438
1267,20.17468850743552
1268,20.1751962874376
1269,20.17316516742929
1270,20.171641827423045
1271,20.172657387427208
1272,20.1751962874376
1273,20.176211847441763
1274,20.176211847441763
1275,20.175704067439682
1276,20.174180727433438
1277,20.172149607425126
1278,20.171641827423045
1279,20.172657387427208
1280,20.171641827423045
1281,20.16859514741057
1282,20.167071807404326
1283,20.167071807404326
1284,20.16961070741472
1285,20.17316516742929
1286,20.175704067439682
1287,20.174180727433438
1288,20.171134047420963
1289,20.169102927412638
1290,20.170626267418882
1291,20.172657387427208
1292,20.1701184874168
1293,20.165040687396
1294,20.16453290739392
1295,20.167071807404326
1296,20.16961070741472
1297,20.171134047420963
1298,20.171134047420963
1299,20.1701184874168
1300,20.16961070741472
1301,20.170626267418882
1302,20.1701184874168
1303,20.16961070741472
1304,20.167579587406408
1305,20.165548467398082
1306,20.166056247400164
1307,20.16859514741057
1308,20.172149607425126
1309,20.17367294743137
1310,20.17316516742929
1311,20.171641827423045
1312,20.171134047420963
1313,20.17316516742929
1314,20.17468850743552
1315,20.175704067439682
1316,20.17468850743552
1317,20.172149607425126
1318,20.169102927412638
1319,20.165040687396
1320,20.161994007383527
1321,20.162501787385608
1322,20.165040687396
1323,20.167579587406408
1324,20.171641827423045
1325,20.175704067439682
1326,20.175704067439682
1327,20.172657387427208
1328,20.171134047420963
1329,20.172149607425126
1330,20.17367294743137
1331,20.17316516742929
1332,20.1701184874168
1333,20.167579587406408
1334,20.167579587406408
1335,20.16859514741057
1336,20.170626267418882
1337,20.172149607425126
1338,20.172657387427208
1339,20.170626267418882
1340,20.16859514741057
1341,20.16961070741472
1342,20.171134047420963
1343,20.171641827423045
1344,20.16961070741472
1345,20.169102927412638
1346,20.172149607425126
1347,20.175704067439682
1348,20.175704067439682
1349,20.17367294743137
1350,20.171641827423045
1351,20.171134047420963
1352,20.172149607425126
1353,20.172657387427208
1354,20.172657387427208
1355,20.17468850743552
1356,20.176719627443845
1357,20.176211847441763
1358,20.17468850743552
1359,20.17468850743552
1360,20.17468850743552
1361,20.17367294743137
1362,20.172657387427208
