sample_index,raw_value,g_value
623,137417,19.77760454580907
624,137413,19.775573425800744
625,137414,19.776081205802825
626,137420,19.779127885815313
627,137426,19.782174565827788
628,137426,19.782174565827788
629,137421,19.77963566581738
630,137419,19.778620105813232
631,137420,19.779127885815313
632,137420,19.779127885815313
633,137420,19.779127885815313
634,137420,19.779127885815313
635,137422,19.780143445819462
636,137425,19.781666785825706
637,137426,19.782174565827788
638,137423,19.780651225821543
639,137421,19.77963566581738
640,137422,19.780143445819462
641,137425,19.781666785825706
642,137427,19.78268234582987
643,137426,19.782174565827788
644,137426,19.782174565827788
645,137427,19.78268234582987
646,137427,19.78268234582987
647,137423,19.780651225821543
648,137420,19.779127885815313
649,137421,19.77963566581738
650,137427,19.78268234582987
651,137432,19.785221245840262
652,137429,19.783697905834032
653,137422,19.780143445819462
654,137415,19.776588985804906
655,137411,19.774557865796595
656,137412,19.775065645798662
657,137417,19.77760454580907
658,137421,19.77963566581738
659,137423,19.780651225821543
660,137427,19.78268234582987
661,137430,19.7842056858361
662,137425,19.781666785825706
663,137415,19.776588985804906
664,137412,19.775065645798662
665,137417,19.77760454580907
666,137423,19.780651225821543
667,137425,19.781666785825706
668,137424,19.781159005823625
669,137425,19.781666785825706
670,137428,19.78319012583195
671,137426,19.782174565827788
672,137421,19.77963566581738
673,137420,19.779127885815313
674,137427,19.78268234582987
675,137434,19.786236805844425
676,137437,19.78776014585067
677,137433,19.785729025842343
678,137426,19.782174565827788
679,137421,19.77963566581738
680,137423,19.780651225821543
681,137427,19.78268234582987
682,137426,19.782174565827788
683,137418,19.77811232581115
684,137413,19.775573425800744
685,137416,19.777096765806988
686,137421,19.77963566581738
687,137422,19.780143445819462
688,137421,19.77963566581738
689,137426,19.782174565827788
690,137432,19.785221245840262
691,137435,19.786744585846506
692,137431,19.78471346583818
693,137422,19.780143445819462
694,137411,19.774557865796595
695,137404,19.771003405782025
696,137404,19.771003405782025
697,137408,19.77303452579035
698,137413,19.775573425800744
699,137418,19.77811232581115
700,137426,19.782174565827788
701,137433,19.785729025842343
702,137436,19.787252365848587
703,137435,19.786744585846506
704,137430,19.7842056858361
705,137422,19.780143445819462
706,137417,19.77760454580907
707,137414,19.776081205802825
708,137410,19.774050085794514
709,137411,19.774557865796595
710,137416,19.777096765806988
711,137423,19.780651225821543
712,137425,19.781666785825706
713,137425,19.781666785825706
714,137427,19.78268234582987
715,137432,19.785221245840262
716,137432,19.785221245840262
717,137424,19.781159005823625
718,137416,19.777096765806988
719,137414,19.776081205802825
720,137417,19.77760454580907
721,137421,19.77963566581738
722,137423,19.780651225821543
723,137421,19.77963566581738
724,137416,19.777096765806988
725,137414,19.776081205802825
726,137414,19.776081205802825
727,137414,19.776081205802825
728,137416,19.777096765806988
729,137418,19.77811232581115
730,137418,19.77811232581115
731,137414,19.776081205802825
732,137414,19.776081205802825
733,137424,19.781159005823625
734,137436,19.787252365848587
735,137437,19.78776014585067
736,137426,19.782174565827788
737,137411,19.774557865796595
738,137405,19.771511185784107
739,137409,19.773542305792432
740,137416,19.777096765806988
741,137419,19.778620105813232
742,137419,19.778620105813232
743,137420,19.779127885815313
744,137420,19.779127885815313
745,137419,19.778620105813232
746,137422,19.780143445819462
747,137428,19.78319012583195
748,137429,19.783697905834032
749,137425,19.781666785825706
750,137423,19.780651225821543
751,137427,19.78268234582987
752,137433,19.785729025842343
753,137434,19.786236805844425
754,137428,19.78319012583195
755,137423,19.780651225821543
756,137426,19.782174565827788
757,137431,19.78471346583818
758,137430,19.7842056858361
759,137423,19.780651225821543
760,137417,19.77760454580907
761,137416,19.777096765806988
762,137418,19.77811232581115
763,137420,19.779127885815313
764,137423,19.780651225821543
765,137426,19.782174565827788
766,137426,19.782174565827788
767,137425,19.781666785825706
768,137425,19.781666785825706
769,137427,19.78268234582987
770,137427,19.78268234582987
771,137427,19.78268234582987
772,137426,19.782174565827788
773,137425,19.781666785825706
774,137426,19.782174565827788
775,137428,19.78319012583195
776,137429,19.783697905834032
