frequency_hz,amplitude_g_peak
739.6000209436976,0.00039836611281083325
806.8000228466403,0.00035648735625675517
874.0000247495831,0.00028539216588777306
672.4000190407548,0.00026598153196778594
941.2000266525259,0.00024333552488005867
605.0000171321485,0.00023934062911118185
67.20000190294277,0.0002317338982910678
244.40000692082165,0.00020852210897183535
134.40000380588555,0.0001988896233770961
315.00000892004425,0.00018542789212713673
685.6000194145471,0.00017740474667499398
1987.2000562727364,0.00017421602834890527
571.6000161863407,0.00017048349320621263
788.0000223142695,0.00016881846924715724
494.0000139888948,0.0001646973826116706
525.4000148780675,0.00016372773898936673
105.00000297334809,0.0001620856979228727
201.60000570882832,0.00016079664561152545
664.800018825541,0.00016072083441272863
1945.200055083397,0.00015891109739332864
